year,period,rank,company,value_musd,ref_url,table_note,wiki_revision
2014,Q3,5,Berkshire Hathaway,340055.0,http://im.ft-static.com/content/images/e563a0fa-4e14-11e4-adfe-00144feab7de.xls,"This Financial Times –based list is up to date  as of December 31, 2014 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2014,Q4,5,Google,329768.5,http://im.ft-static.com/content/images/07b13826-9739-11e4-9636-00144feabdc0.xls,"This Financial Times –based list is up to date  as of December 31, 2014 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2014,Q1,6,Johnson & Johnson,277826.2,http://im.ft-static.com/content/images/7097ad1a-fded-11e3-bd0e-00144feab7de.xls,"This Financial Times –based list is up to date  as of December 31, 2014 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2014,Q2,6,Johnson & Johnson,295980.1,http://im.ft-static.com/content/images/632d8aa6-05da-11e4-9baa-00144feab7de.xls,"This Financial Times –based list is up to date  as of December 31, 2014 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2014,Q3,6,Johnson & Johnson,300614.2,http://im.ft-static.com/content/images/e563a0fa-4e14-11e4-adfe-00144feab7de.xls,"This Financial Times –based list is up to date  as of December 31, 2014 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2014,Q4,6,PetroChina,305536.1,http://im.ft-static.com/content/images/07b13826-9739-11e4-9636-00144feabdc0.xls,"This Financial Times –based list is up to date  as of December 31, 2014 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2014,Q1,7,Wells Fargo,261217.5,http://im.ft-static.com/content/images/7097ad1a-fded-11e3-bd0e-00144feab7de.xls,"This Financial Times –based list is up to date  as of December 31, 2014 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2014,Q2,7,Wells Fargo,276837.0,http://im.ft-static.com/content/images/632d8aa6-05da-11e4-9baa-00144feab7de.xls,"This Financial Times –based list is up to date  as of December 31, 2014 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2014,Q3,7,Wells Fargo,270782.4,http://im.ft-static.com/content/images/e563a0fa-4e14-11e4-adfe-00144feab7de.xls,"This Financial Times –based list is up to date  as of December 31, 2014 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2014,Q4,7,Johnson & Johnson,292702.8,http://im.ft-static.com/content/images/07b13826-9739-11e4-9636-00144feabdc0.xls,"This Financial Times –based list is up to date  as of December 31, 2014 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2014,Q1,8,General Electric,259547.3,http://im.ft-static.com/content/images/7097ad1a-fded-11e3-bd0e-00144feab7de.xls,"This Financial Times –based list is up to date  as of December 31, 2014 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2014,Q2,8,Royal Dutch Shell,269563.4,http://im.ft-static.com/content/images/632d8aa6-05da-11e4-9baa-00144feab7de.xls,"This Financial Times –based list is up to date  as of December 31, 2014 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2014,Q3,8,General Electric,257068.4,http://im.ft-static.com/content/images/e563a0fa-4e14-11e4-adfe-00144feab7de.xls,"This Financial Times –based list is up to date  as of December 31, 2014 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2014,Q4,8,Wells Fargo,284385.6,http://im.ft-static.com/content/images/07b13826-9739-11e4-9636-00144feabdc0.xls,"This Financial Times –based list is up to date  as of December 31, 2014 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2014,Q1,9,Hoffmann-La Roche,258542.1,http://im.ft-static.com/content/images/7097ad1a-fded-11e3-bd0e-00144feab7de.xls,"This Financial Times –based list is up to date  as of December 31, 2014 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2014,Q2,9,General Electric,263529.6,http://im.ft-static.com/content/images/632d8aa6-05da-11e4-9baa-00144feab7de.xls,"This Financial Times –based list is up to date  as of December 31, 2014 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2014,Q3,9,Novartis,255326.4,http://im.ft-static.com/content/images/e563a0fa-4e14-11e4-adfe-00144feab7de.xls,"This Financial Times –based list is up to date  as of December 31, 2014 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2014,Q4,9,Walmart,276807.4,http://im.ft-static.com/content/images/07b13826-9739-11e4-9636-00144feabdc0.xls,"This Financial Times –based list is up to date  as of December 31, 2014 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2014,Q1,10,Walmart,246805.7,http://im.ft-static.com/content/images/7097ad1a-fded-11e3-bd0e-00144feab7de.xls,"This Financial Times –based list is up to date  as of December 31, 2014 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2014,Q2,10,Hoffmann-La Roche,256322.8,http://im.ft-static.com/content/images/632d8aa6-05da-11e4-9baa-00144feab7de.xls,"This Financial Times –based list is up to date  as of December 31, 2014 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2014,Q3,10,Hoffmann-La Roche,254543.8,http://im.ft-static.com/content/images/e563a0fa-4e14-11e4-adfe-00144feab7de.xls,"This Financial Times –based list is up to date  as of December 31, 2014 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2014,Q4,10,ICBC,271146.1,http://im.ft-static.com/content/images/07b13826-9739-11e4-9636-00144feabdc0.xls,"This Financial Times –based list is up to date  as of December 31, 2014 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2013,Q1,1,Apple,415683.3,https://www.ft.com/intl/cms/67c810a4-ae5b-11e2-bdfd-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q2,1,ExxonMobil,401729.8,http://media.ft.com/cms/9d06140c-3036-11e3-9eec-00144feab7de.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q3,1,Apple,433099.6,http://media.ft.com/cms/5e951442-3037-11e3-9eec-00144feab7de.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q4,1,Apple,504770.8,http://im.ft-static.com/content/images/cc52757a-7492-11e3-9125-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q1,2,ExxonMobil,403733.1,https://www.ft.com/intl/cms/67c810a4-ae5b-11e2-bdfd-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q2,2,Apple,372202.3,http://media.ft.com/cms/9d06140c-3036-11e3-9eec-00144feab7de.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q3,2,ExxonMobil,378716.2,http://media.ft.com/cms/5e951442-3037-11e3-9eec-00144feab7de.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q4,2,ExxonMobil,442142.8,http://im.ft-static.com/content/images/cc52757a-7492-11e3-9125-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q1,3,Berkshire Hathaway,256801.8,https://www.ft.com/intl/cms/67c810a4-ae5b-11e2-bdfd-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q2,3,Microsoft,288488.8,http://media.ft.com/cms/9d06140c-3036-11e3-9eec-00144feab7de.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q3,3,Berkshire Hathaway,280001.5,http://media.ft.com/cms/5e951442-3037-11e3-9eec-00144feab7de.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q4,3,Microsoft,312297.3,http://im.ft-static.com/content/images/cc52757a-7492-11e3-9125-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q1,4,PetroChina,254618.7,https://www.ft.com/intl/cms/67c810a4-ae5b-11e2-bdfd-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q2,4,Berkshire Hathaway,276548.5,http://media.ft.com/cms/9d06140c-3036-11e3-9eec-00144feab7de.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q3,4,Microsoft,277220.9,http://media.ft.com/cms/5e951442-3037-11e3-9eec-00144feab7de.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q4,4,Google,310079.1,http://im.ft-static.com/content/images/cc52757a-7492-11e3-9125-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q1,5,Walmart,246373.3,https://www.ft.com/intl/cms/67c810a4-ae5b-11e2-bdfd-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q2,5,Walmart,244079.4,http://media.ft.com/cms/9d06140c-3036-11e3-9eec-00144feab7de.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q3,5,Johnson & Johnson,244298.5,http://media.ft.com/cms/5e951442-3037-11e3-9eec-00144feab7de.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q4,5,Berkshire Hathaway,292396.0,http://im.ft-static.com/content/images/cc52757a-7492-11e3-9125-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q1,6,General Electric,239775.6,https://www.ft.com/intl/cms/67c810a4-ae5b-11e2-bdfd-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q2,6,Johnson & Johnson,241170.9,http://media.ft.com/cms/9d06140c-3036-11e3-9eec-00144feab7de.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q3,6,General Electric,243290.4,http://media.ft.com/cms/5e951442-3037-11e3-9eec-00144feab7de.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q4,6,General Electric,283589.8,http://im.ft-static.com/content/images/cc52757a-7492-11e3-9125-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q1,7,Microsoft,239602.3,https://www.ft.com/intl/cms/67c810a4-ae5b-11e2-bdfd-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q2,7,General Electric,239787.2,http://media.ft.com/cms/9d06140c-3036-11e3-9eec-00144feab7de.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q3,7,Walmart,240773.3,http://media.ft.com/cms/5e951442-3037-11e3-9eec-00144feab7de.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q4,7,Johnson & Johnson,258415.4,http://im.ft-static.com/content/images/cc52757a-7492-11e3-9125-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q1,8,IBM,237724.7,https://www.ft.com/intl/cms/67c810a4-ae5b-11e2-bdfd-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q2,8,Google,238688.6,http://media.ft.com/cms/9d06140c-3036-11e3-9eec-00144feab7de.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q3,8,Google,237479.4,http://media.ft.com/cms/5e951442-3037-11e3-9eec-00144feab7de.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q4,8,Walmart,254622.8,http://im.ft-static.com/content/images/cc52757a-7492-11e3-9125-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q1,9,Nestlé,233792.1,https://www.ft.com/intl/cms/67c810a4-ae5b-11e2-bdfd-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q2,9,Chevron Corporation,229402.6,http://media.ft.com/cms/9d06140c-3036-11e3-9eec-00144feab7de.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q3,9,Chevron Corporation,234740.8,http://media.ft.com/cms/5e951442-3037-11e3-9eec-00144feab7de.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q4,9,Hoffmann-La Roche,241368.0,http://im.ft-static.com/content/images/cc52757a-7492-11e3-9125-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q1,10,Chevron Corporation,230831.2,https://www.ft.com/intl/cms/67c810a4-ae5b-11e2-bdfd-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q2,10,ICBC,226879.8,http://media.ft.com/cms/9d06140c-3036-11e3-9eec-00144feab7de.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q3,10,Hoffmann-La Roche,232495.2,http://media.ft.com/cms/5e951442-3037-11e3-9eec-00144feab7de.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2013,Q4,10,Chevron Corporation,240223.4,http://im.ft-static.com/content/images/cc52757a-7492-11e3-9125-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2013. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q1,1,Apple,559002.1,https://www.ft.com/intl/cms/a81f853e-ca80-11e1-89f8-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q2,1,Apple,546076.1,https://www.ft.com/intl/cms/de0a839a-d1cb-11e1-bb82-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q3,1,Apple,625348.1,https://www.ft.com/intl/cms/c2a82f60-138b-11e2-9cc7-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q4,1,Apple,500610.7,https://www.ft.com/intl/cms/2a53e388-569a-11e2-aa70-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q1,2,ExxonMobil,408777.4,https://www.ft.com/intl/cms/a81f853e-ca80-11e1-89f8-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q2,2,ExxonMobil,400139.1,https://www.ft.com/intl/cms/de0a839a-d1cb-11e1-bb82-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q3,2,ExxonMobil,422127.5,https://www.ft.com/intl/cms/c2a82f60-138b-11e2-9cc7-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q4,2,ExxonMobil,394610.9,https://www.ft.com/intl/cms/2a53e388-569a-11e2-aa70-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q1,3,PetroChina,278968.4,https://www.ft.com/intl/cms/a81f853e-ca80-11e1-89f8-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q2,3,PetroChina,257685.8,https://www.ft.com/intl/cms/de0a839a-d1cb-11e1-bb82-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q3,3,PetroChina,253853.3,https://www.ft.com/intl/cms/c2a82f60-138b-11e2-9cc7-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q4,3,PetroChina,264833.4,https://www.ft.com/intl/cms/2a53e388-569a-11e2-aa70-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q1,4,Microsoft,270644.1,https://www.ft.com/intl/cms/a81f853e-ca80-11e1-89f8-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q2,4,Microsoft,256982.4,https://www.ft.com/intl/cms/de0a839a-d1cb-11e1-bb82-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q3,4,Microsoft,249489.8,https://www.ft.com/intl/cms/c2a82f60-138b-11e2-9cc7-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q4,4,BHP Billiton,247409.0,https://www.ft.com/intl/cms/2a53e388-569a-11e2-aa70-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q1,5,IBM,241754.6,https://www.ft.com/intl/cms/a81f853e-ca80-11e1-89f8-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q2,5,Walmart,235900.3,https://www.ft.com/intl/cms/de0a839a-d1cb-11e1-bb82-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q3,5,Walmart,248074.4,https://www.ft.com/intl/cms/c2a82f60-138b-11e2-9cc7-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q4,5,ICBC,236457.9,https://www.ft.com/intl/cms/2a53e388-569a-11e2-aa70-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q1,6,ICBC,236335.4,https://www.ft.com/intl/cms/a81f853e-ca80-11e1-89f8-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q2,6,IBM,225598.5,https://www.ft.com/intl/cms/de0a839a-d1cb-11e1-bb82-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q3,6,General Electric,239791.2,https://www.ft.com/intl/cms/c2a82f60-138b-11e2-9cc7-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q4,6,China Mobile,234040.2,https://www.ft.com/intl/cms/2a53e388-569a-11e2-aa70-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q1,7,Royal Dutch Shell,222425.1,https://www.ft.com/intl/cms/a81f853e-ca80-11e1-89f8-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q2,7,General Electric,220806.3,https://www.ft.com/intl/cms/de0a839a-d1cb-11e1-bb82-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q3,7,IBM,237068.4,https://www.ft.com/intl/cms/c2a82f60-138b-11e2-9cc7-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q4,7,Walmart,228245.4,https://www.ft.com/intl/cms/2a53e388-569a-11e2-aa70-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q1,8,China Mobile,220978.9,https://www.ft.com/intl/cms/a81f853e-ca80-11e1-89f8-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q2,8,China Mobile,219481.3,https://www.ft.com/intl/cms/de0a839a-d1cb-11e1-bb82-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q3,8,Chevron Corporation,228707.1,https://www.ft.com/intl/cms/c2a82f60-138b-11e2-9cc7-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q4,8,Samsung Electronics,227581.8,https://www.ft.com/intl/cms/2a53e388-569a-11e2-aa70-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q1,9,General Electric,212317.7,https://www.ft.com/intl/cms/a81f853e-ca80-11e1-89f8-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q2,9,Royal Dutch Shell,217048.2,https://www.ft.com/intl/cms/de0a839a-d1cb-11e1-bb82-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q3,9,China Mobile,222817.8,https://www.ft.com/intl/cms/c2a82f60-138b-11e2-9cc7-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q4,9,Microsoft,224801.0,https://www.ft.com/intl/cms/2a53e388-569a-11e2-aa70-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q1,10,Chevron Corporation,211950.6,https://www.ft.com/intl/cms/a81f853e-ca80-11e1-89f8-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q2,10,ICBC,211196.0,https://www.ft.com/intl/cms/de0a839a-d1cb-11e1-bb82-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q3,10,Royal Dutch Shell,222669.6,https://www.ft.com/intl/cms/c2a82f60-138b-11e2-9cc7-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2012,Q4,10,Royal Dutch Shell,222669.6,https://www.ft.com/intl/cms/2a53e388-569a-11e2-aa70-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2012. Indicated changes in market value are relative to the previous quarter.,1371146339
2011,Q1,1,ExxonMobil,417166.7,http://media.ft.com/cms/33558890-98d4-11e0-bd66-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2011. Indicated changes in market value are relative to the previous quarter.,1371146339
2011,Q2,1,ExxonMobil,400884.5,https://www.ft.com/intl/cms/fbe463aa-a660-11e0-ae9c-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2011. Indicated changes in market value are relative to the previous quarter.,1371146339
2011,Q3,1,Apple,353518.1,https://www.ft.com/intl/cms/f808f946-ef56-11e0-918b-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2011. Indicated changes in market value are relative to the previous quarter.,1371146339
2011,Q4,1,ExxonMobil,406272.1,http://media.ft.com/cms/73f82726-385d-11e1-9f07-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2011. Indicated changes in market value are relative to the previous quarter.,1371146339
2011,Q1,2,PetroChina,326199.2,http://media.ft.com/cms/33558890-98d4-11e0-bd66-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2011. Indicated changes in market value are relative to the previous quarter.,1371146339
2011,Q2,2,Apple,310412.3,https://www.ft.com/intl/cms/fbe463aa-a660-11e0-ae9c-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2011. Indicated changes in market value are relative to the previous quarter.,1371146339
2011,Q3,2,ExxonMobil,353135.2,https://www.ft.com/intl/cms/f808f946-ef56-11e0-918b-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2011. Indicated changes in market value are relative to the previous quarter.,1371146339
2011,Q4,2,Apple,376410.6,http://media.ft.com/cms/73f82726-385d-11e1-9f07-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2011. Indicated changes in market value are relative to the previous quarter.,1371146339
2011,Q1,3,Apple,321072.1,http://media.ft.com/cms/33558890-98d4-11e0-bd66-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2011. Indicated changes in market value are relative to the previous quarter.,1371146339
2011,Q2,3,PetroChina,303649.9,https://www.ft.com/intl/cms/fbe463aa-a660-11e0-ae9c-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2011. Indicated changes in market value are relative to the previous quarter.,1371146339
2011,Q3,3,PetroChina,276473.9,https://www.ft.com/intl/cms/f808f946-ef56-11e0-918b-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2011. Indicated changes in market value are relative to the previous quarter.,1371146339
2011,Q4,3,PetroChina,276844.9,http://media.ft.com/cms/73f82726-385d-11e1-9f07-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2011. Indicated changes in market value are relative to the previous quarter.,1371146339
2011,Q1,4,ICBC,251078.1,http://media.ft.com/cms/33558890-98d4-11e0-bd66-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2011. Indicated changes in market value are relative to the previous quarter.,1371146339
2011,Q2,4,ICBC,246850.5,https://www.ft.com/intl/cms/fbe463aa-a660-11e0-ae9c-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2011. Indicated changes in market value are relative to the previous quarter.,1371146339
2011,Q3,4,IBM,208843.5,https://www.ft.com/intl/cms/f808f946-ef56-11e0-918b-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2011. Indicated changes in market value are relative to the previous quarter.,1371146339
2011,Q4,4,Royal Dutch Shell,236677.0,http://media.ft.com/cms/73f82726-385d-11e1-9f07-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2011. Indicated changes in market value are relative to the previous quarter.,1371146339
2011,Q1,5,Petrobras,247417.6,http://media.ft.com/cms/33558890-98d4-11e0-bd66-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2011. Indicated changes in market value are relative to the previous quarter.,1371146339
2011,Q2,5,BHP Billiton,233626.5,https://www.ft.com/intl/cms/fbe463aa-a660-11e0-ae9c-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2011. Indicated changes in market value are relative to the previous quarter.,1371146339
2011,Q3,5,Microsoft,208534.9,https://www.ft.com/intl/cms/f808f946-ef56-11e0-918b-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2011. Indicated changes in market value are relative to the previous quarter.,1371146339
2011,Q4,5,ICBC,228168.1,http://media.ft.com/cms/73f82726-385d-11e1-9f07-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2011. Indicated changes in market value are relative to the previous quarter.,1371146339
